Unnamed: 0.1,Unnamed: 0,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,movie_id,clean_title,imdb_id,description
309,93,"Good Morning, Vietnam",1987,R,2h 1min,Biography; Comedy; Drama; ,15 January 1988 (USA),7.3,122643,155,https://www.imdb.com/title/tt0093105/reviews/_ajax?ref_=undefined&paginationKey=,309,"good morning, vietnam",tt0093105,"In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam."
310,94,Capote,2005,R,1h 54min,Biography; Crime; Drama; ,3 February 2006 (USA),7.3,122624,448,https://www.imdb.com/title/tt0379725/reviews/_ajax?ref_=undefined&paginationKey=,310,capote,tt0379725,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row."
311,95,Coach Carter,2005,PG-13,2h 16min,Biography; Drama; Sport; ,14 January 2005 (USA),7.3,122245,237,https://www.imdb.com/title/tt0393162/reviews/_ajax?ref_=undefined&paginationKey=,311,coach carter,tt0393162,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.
312,96,Tombstone,1993,R,2h 10min,Action; Biography; Drama; ,25 December 1993 (USA),7.8,122041,502,https://www.imdb.com/title/tt0108358/reviews/_ajax?ref_=undefined&paginationKey=,312,tombstone,tt0108358,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating."
313,97,Man on the Moon,1999,R,1h 58min,Biography; Comedy; Drama; ,22 December 1999 (USA),7.4,121652,572,https://www.imdb.com/title/tt0125664/reviews/_ajax?ref_=undefined&paginationKey=,313,man on the moon,tt0125664,The life and career of legendary comedian Andy Kaufman.
314,98,Spartacus,1960,PG-13,3h 17min,Adventure; Biography; Drama; ,17 November 1960 (Brazil),7.9,120924,319,https://www.imdb.com/title/tt0054331/reviews/_ajax?ref_=undefined&paginationKey=,314,spartacus,tt0054331,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising."
315,99,Rocketman,2019,R,2h 1min,Biography; Drama; Music; ,31 May 2019 (USA),7.3,120434,944,https://www.imdb.com/title/tt2066051/reviews/_ajax?ref_=undefined&paginationKey=,315,rocketman,tt2066051,"The musical fantasy about Elton John's breakthrough years, from his time as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin."
316,0,The Shawshank Redemption,1994,R,2h 22min,Drama; ,14 October 1994 (USA),9.3,2258845,8022,https://www.imdb.com/title/tt0111161/reviews/_ajax?ref_=undefined&paginationKey=,316,the shawshank redemption,tt0111161,"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion."
317,2,Fight Club,1999,R,2h 19min,Drama; ,15 October 1999 (USA),8.8,1794454,3719,https://www.imdb.com/title/tt0137523/reviews/_ajax?ref_=undefined&paginationKey=,317,fight club,tt0137523,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.
318,3,Pulp Fiction,1994,R,2h 34min,Crime; Drama; ,14 October 1994 (USA),8.9,1767445,3014,https://www.imdb.com/title/tt0110912/reviews/_ajax?ref_=undefined&paginationKey=,318,pulp fiction,tt0110912,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
319,4,Forrest Gump,1994,PG-13,2h 22min,Drama; Romance; ,6 July 1994 (USA),8.8,1741097,2354,https://www.imdb.com/title/tt0109830/reviews/_ajax?ref_=undefined&paginationKey=,319,forrest gump,tt0109830,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart."
320,7,The Godfather,1972,R,2h 55min,Crime; Drama; ,24 March 1972 (USA),9.2,1558661,3886,https://www.imdb.com/title/tt0068646/reviews/_ajax?ref_=undefined&paginationKey=,320,the godfather,tt0068646,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.
321,10,Se7en,1995,R,2h 7min,Crime; Drama; Mystery; ,22 September 1995 (USA),8.6,1390231,1460,https://www.imdb.com/title/tt0114369/reviews/_ajax?ref_=undefined&paginationKey=,321,se7en,tt0114369,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
322,11,Django Unchained,2012,R,2h 45min,Drama; Western; ,25 December 2012 (USA),8.4,1307059,1525,https://www.imdb.com/title/tt1853728/reviews/_ajax?ref_=undefined&paginationKey=,322,django unchained,tt1853728,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
323,13,The Silence of the Lambs,1991,R,1h 58min,Crime; Drama; Thriller; ,14 February 1991 (USA),8.6,1223451,1298,https://www.imdb.com/title/tt0102926/reviews/_ajax?ref_=undefined&paginationKey=,323,the silence of the lambs,tt0102926,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
324,15,Saving Private Ryan,1998,R,2h 49min,Drama; War; ,24 July 1998 (USA),8.6,1194194,2588,https://www.imdb.com/title/tt0120815/reviews/_ajax?ref_=undefined&paginationKey=,324,saving private ryan,tt0120815,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
325,17,The Departed,2006,R,2h 31min,Crime; Drama; Thriller; ,6 October 2006 (USA),8.5,1150788,2313,https://www.imdb.com/title/tt0407887/reviews/_ajax?ref_=undefined&paginationKey=,325,the departed,tt0407887,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
326,18,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144513,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=,326,the prestige,tt0482571,Rival 19th-century magicians engage in a bitter battle for trade secrets.
327,20,The Green Mile,1999,R,3h 9min,Crime; Drama; Fantasy; ,10 December 1999 (USA),8.6,1101707,1725,https://www.imdb.com/title/tt0120689/reviews/_ajax?ref_=undefined&paginationKey=,327,the green mile,tt0120689,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.
328,21,The Godfather: Part II,1974,R,3h 22min,Crime; Drama; ,18 December 1974 (USA),9.0,1089268,1007,https://www.imdb.com/title/tt0071562/reviews/_ajax?ref_=undefined&paginationKey=,328,the godfather: part ii,tt0071562,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate."
329,22,American Beauty,1999,R,2h 2min,Drama; ,1 October 1999 (USA),8.3,1043085,2891,https://www.imdb.com/title/tt0169547/reviews/_ajax?ref_=undefined&paginationKey=,329,american beauty,tt0169547,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
330,23,Titanic,1997,PG-13,3h 14min,Drama; Romance; ,19 December 1997 (USA),7.8,1017237,2863,https://www.imdb.com/title/tt0120338/reviews/_ajax?ref_=undefined&paginationKey=,330,titanic,tt0120338,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
331,24,American History X,1998,R,1h 59min,Drama; ,20 November 1998 (USA),8.5,1007450,1577,https://www.imdb.com/title/tt0120586/reviews/_ajax?ref_=undefined&paginationKey=,331,american history x,tt0120586,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps."
332,30,The Truman Show,1998,PG,1h 43min,Comedy; Drama; Sci-Fi; ,5 June 1998 (USA),8.1,901062,1151,https://www.imdb.com/title/tt0120382/reviews/_ajax?ref_=undefined&paginationKey=,332,the truman show,tt0120382,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.
333,31,Reservoir Dogs,1992,R,1h 39min,Crime; Drama; Thriller; ,2 September 1992 (France),8.3,889962,1145,https://www.imdb.com/title/tt0105236/reviews/_ajax?ref_=undefined&paginationKey=,333,reservoir dogs,tt0105236,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
334,32,The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888920,2223,https://www.imdb.com/title/tt0167404/reviews/_ajax?ref_=undefined&paginationKey=,334,the sixth sense,tt0167404,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret."
335,33,One Flew Over the Cuckoo's Nest,1975,R,2h 13min,Drama; ,19 November 1975 (USA),8.7,884818,967,https://www.imdb.com/title/tt0073486/reviews/_ajax?ref_=undefined&paginationKey=,335,one flew over the cuckoo's nest,tt0073486,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse."
336,34,Eternal Sunshine of the Spotless Mind,2004,R,1h 48min,Drama; Romance; Sci-Fi; ,19 March 2004 (USA),8.3,882495,1800,https://www.imdb.com/title/tt0338013/reviews/_ajax?ref_=undefined&paginationKey=,336,eternal sunshine of the spotless mind,tt0338013,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever."
337,35,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,337,the shining,tt0081505,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future."
338,36,Good Will Hunting,1997,R,2h 6min,Drama; Romance; ,9 January 1998 (USA),8.3,830139,887,https://www.imdb.com/title/tt0119217/reviews/_ajax?ref_=undefined&paginationKey=,338,good will hunting,tt0119217,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life."
339,37,Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825450,1449,https://www.imdb.com/title/tt2267998/reviews/_ajax?ref_=undefined&paginationKey=,339,gone girl,tt2267998,The husband of a missing woman becomes the chief suspect in her disappearance.
340,38,No Country for Old Men,2007,R,2h 2min,Crime; Drama; Thriller; ,21 November 2007 (USA),8.1,823136,1824,https://www.imdb.com/title/tt0477348/reviews/_ajax?ref_=undefined&paginationKey=,340,no country for old men,tt0477348,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.
341,39,Joker,2019,R,2h 2min,Crime; Drama; Thriller; ,4 October 2019 (USA),8.5,822351,10279,https://www.imdb.com/title/tt7286456/reviews/_ajax?ref_=undefined&paginationKey=,341,joker,tt7286456,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City."
342,42,Slumdog Millionaire,2008,R,2h,Drama; Romance; ,25 December 2008 (USA),8.0,782675,1126,https://www.imdb.com/title/tt1010048/reviews/_ajax?ref_=undefined&paginationKey=,342,slumdog millionaire,tt1010048,"A teenager from the slums of Mumbai becomes a contestant on the show 'Kaun Banega Crorepati?' When interrogated under suspicion of cheating, he revisits his past, revealing how he had all the answers."
343,43,Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7,751305,2090,https://www.imdb.com/title/tt1454468/reviews/_ajax?ref_=undefined&paginationKey=,343,gravity,tt1454468,"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking."
344,44,Requiem for a Dream,2000,R,1h 42min,Drama; ,15 December 2000 (USA),8.3,743198,2115,https://www.imdb.com/title/tt0180093/reviews/_ajax?ref_=undefined&paginationKey=,344,requiem for a dream,tt0180093,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.
345,47,A Clockwork Orange,1971,R,2h 16min,Crime; Drama; Sci-Fi; ,2 February 1972 (USA),8.3,735080,1553,https://www.imdb.com/title/tt0066921/reviews/_ajax?ref_=undefined&paginationKey=,345,a clockwork orange,tt0066921,Alex DeLarge and his droogs barbarize a decaying near-future.
346,50,Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724910,2276,https://www.imdb.com/title/tt0246578/reviews/_ajax?ref_=undefined&paginationKey=,346,donnie darko,tt0246578,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
347,52,Scarface,1983,R,2h 50min,Crime; Drama; ,9 December 1983 (USA),8.3,715023,1029,https://www.imdb.com/title/tt0086250/reviews/_ajax?ref_=undefined&paginationKey=,347,scarface,tt0086250,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction."
348,53,Gran Torino,2008,R,1h 56min,Drama; ,9 January 2009 (USA),8.1,703113,990,https://www.imdb.com/title/tt1205489/reviews/_ajax?ref_=undefined&paginationKey=,348,gran torino,tt1205489,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
349,55,Taxi Driver,1976,R,1h 54min,Crime; Drama; ,9 February 1976 (USA),8.3,696631,1161,https://www.imdb.com/title/tt0075314/reviews/_ajax?ref_=undefined&paginationKey=,349,taxi driver,tt0075314,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
350,56,Whiplash,2014,R,1h 46min,Drama; Music; ,20 February 2015 (India),8.5,683157,1195,https://www.imdb.com/title/tt2582802/reviews/_ajax?ref_=undefined&paginationKey=,350,whiplash,tt2582802,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
351,57,Black Swan,2010,R,1h 48min,Drama; Thriller; ,17 December 2010 (USA),8.0,682523,1273,https://www.imdb.com/title/tt0947798/reviews/_ajax?ref_=undefined&paginationKey=,351,black swan,tt0947798,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare."
352,58,City of God,2002,R,2h 10min,Crime; Drama; ,13 February 2004 (USA),8.6,681961,997,https://www.imdb.com/title/tt0317248/reviews/_ajax?ref_=undefined&paginationKey=,352,city of god,tt0317248,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
353,62,12 Angry Men,1957,Approved,1h 36min,Crime; Drama; ,10 April 1957 (USA),8.9,661761,1575,https://www.imdb.com/title/tt0050083/reviews/_ajax?ref_=undefined&paginationKey=,353,12 angry men,tt0050083,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.
354,63,Full Metal Jacket,1987,R,1h 56min,Drama; War; ,10 July 1987 (USA),8.3,652861,844,https://www.imdb.com/title/tt0093058/reviews/_ajax?ref_=undefined&paginationKey=,354,full metal jacket,tt0093058,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
355,64,Silver Linings Playbook,2012,R,2h 2min,Comedy; Drama; Romance; ,25 December 2012 (USA),7.7,647995,835,https://www.imdb.com/title/tt1045658/reviews/_ajax?ref_=undefined&paginationKey=,355,silver linings playbook,tt1045658,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
356,67,Trainspotting,1996,R,1h 33min,Drama; ,9 August 1996 (USA),8.1,620080,623,https://www.imdb.com/title/tt0117951/reviews/_ajax?ref_=undefined&paginationKey=,356,trainspotting,tt0117951,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
357,69,Million Dollar Baby,2004,PG-13,2h 12min,Drama; Sport; ,28 January 2005 (USA),8.1,618903,1219,https://www.imdb.com/title/tt0405159/reviews/_ajax?ref_=undefined&paginationKey=,357,million dollar baby,tt0405159,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond."
358,71,Pan's Labyrinth,2006,R,1h 58min,Drama; Fantasy; War; ,19 January 2007 (USA),8.2,603269,1271,https://www.imdb.com/title/tt0457430/reviews/_ajax?ref_=undefined&paginationKey=,358,pan's labyrinth,tt0457430,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks."
359,72,Life Is Beautiful,1997,PG-13,1h 56min,Comedy; Drama; Romance; ,12 February 1999 (USA),8.6,600493,1317,https://www.imdb.com/title/tt0118799/reviews/_ajax?ref_=undefined&paginationKey=,359,life is beautiful,tt0118799,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp."
360,73,Fargo,1996,R,1h 38min,Crime; Drama; Thriller; ,5 April 1996 (USA),8.1,596614,947,https://www.imdb.com/title/tt0116282/reviews/_ajax?ref_=undefined&paginationKey=,360,fargo,tt0116282,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
361,74,Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585989,1183,https://www.imdb.com/title/tt0078788/reviews/_ajax?ref_=undefined&paginationKey=,361,apocalypse now,tt0078788,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
362,75,Prisoners,2013,R,2h 33min,Crime; Drama; Mystery; ,20 September 2013 (USA),8.1,575034,901,https://www.imdb.com/title/tt1392214/reviews/_ajax?ref_=undefined&paginationKey=,362,prisoners,tt1392214,"Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their street."
363,76,The Curious Case of Benjamin Button,2008,PG-13,2h 46min,Drama; Fantasy; Romance; ,25 December 2008 (USA),7.8,572217,948,https://www.imdb.com/title/tt0421715/reviews/_ajax?ref_=undefined&paginationKey=,363,the curious case of benjamin button,tt0421715,"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby."
364,77,Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9,569760,1861,https://www.imdb.com/title/tt2543164/reviews/_ajax?ref_=undefined&paginationKey=,364,arrival,tt2543164,"Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial visitors."
365,79,Birdman or (The Unexpected Virtue of Ignorance),2014,R,1h 59min,Comedy; Drama; ,14 November 2014 (USA),7.7,561800,1378,https://www.imdb.com/title/tt2562232/reviews/_ajax?ref_=undefined&paginationKey=,365,birdman or (the unexpected virtue of ignorance),tt2562232,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
366,81,Heat,1995,R,2h 50min,Crime; Drama; Thriller; ,15 December 1995 (USA),8.2,557728,1074,https://www.imdb.com/title/tt0113277/reviews/_ajax?ref_=undefined&paginationKey=,366,heat,tt0113277,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.
367,83,Drive,2011,R,1h 40min,Crime; Drama; ,16 September 2011 (USA),7.8,554576,1521,https://www.imdb.com/title/tt0780504/reviews/_ajax?ref_=undefined&paginationKey=,367,drive,tt0780504,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.
368,86,L.A. Confidential,1997,R,2h 18min,Crime; Drama; Mystery; ,19 September 1997 (USA),8.2,518387,710,https://www.imdb.com/title/tt0119488/reviews/_ajax?ref_=undefined&paginationKey=,368,l.a. confidential,tt0119488,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
369,87,Her,2013,R,2h 6min,Drama; Romance; Sci-Fi; ,10 January 2014 (USA),8.0,518282,1060,https://www.imdb.com/title/tt1798709/reviews/_ajax?ref_=undefined&paginationKey=,369,her,tt1798709,"In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
370,88,Cast Away,2000,PG-13,2h 23min,Adventure; Drama; Romance; ,22 December 2000 (USA),7.8,506369,1180,https://www.imdb.com/title/tt0162222/reviews/_ajax?ref_=undefined&paginationKey=,370,cast away,tt0162222,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
371,89,Casablanca,1942,PG,1h 42min,Drama; Romance; War; ,23 January 1943 (USA),8.5,506224,1292,https://www.imdb.com/title/tt0034583/reviews/_ajax?ref_=undefined&paginationKey=,371,casablanca,tt0034583,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
372,90,The Notebook,2004,PG-13,2h 3min,Drama; Romance; ,25 June 2004 (USA),7.8,503872,1256,https://www.imdb.com/title/tt0332280/reviews/_ajax?ref_=undefined&paginationKey=,372,the notebook,tt0332280,An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.
373,91,Rocky,1976,PG,2h,Drama; Sport; ,3 December 1976 (USA),8.1,502746,694,https://www.imdb.com/title/tt0075148/reviews/_ajax?ref_=undefined&paginationKey=,373,rocky,tt0075148,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
374,92,There Will Be Blood,2007,R,2h 38min,Drama; ,25 January 2008 (USA),8.2,498312,1318,https://www.imdb.com/title/tt0469494/reviews/_ajax?ref_=undefined&paginationKey=,374,there will be blood,tt0469494,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
375,94,The Hateful Eight,2015,R,2h 48min,Crime; Drama; Mystery; ,30 December 2015 (USA),7.8,493749,1430,https://www.imdb.com/title/tt3460252/reviews/_ajax?ref_=undefined&paginationKey=,375,the hateful eight,tt3460252,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
376,97,Once Upon a Time... in Hollywood,2019,R,2h 41min,Comedy; Drama; ,26 July 2019 (USA),7.7,488015,5060,https://www.imdb.com/title/tt7131622/reviews/_ajax?ref_=undefined&paginationKey=,376,once upon a time... in hollywood,tt7131622,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way."
377,99,Blood Diamond,2006,R,2h 23min,Adventure; Drama; Thriller; ,8 December 2006 (USA),8.0,486637,725,https://www.imdb.com/title/tt0450259/reviews/_ajax?ref_=undefined&paginationKey=,377,blood diamond,tt0450259,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
378,24,Groundhog Day,1993,PG,1h 41min,Comedy; Fantasy; Romance; ,12 February 1993 (USA),8.0,566223,769,https://www.imdb.com/title/tt0107048/reviews/_ajax?ref_=undefined&paginationKey=,378,groundhog day,tt0107048,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
379,30,Zombieland,2009,R,1h 28min,Adventure; Comedy; Fantasy; ,2 October 2009 (USA),7.6,507361,713,https://www.imdb.com/title/tt1156398/reviews/_ajax?ref_=undefined&paginationKey=,379,zombieland,tt1156398,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
380,31,Monty Python and the Holy Grail,1975,PG,1h 31min,Adventure; Comedy; Fantasy; ,6 December 1979 (India),8.2,488482,774,https://www.imdb.com/title/tt0071853/reviews/_ajax?ref_=undefined&paginationKey=,380,monty python and the holy grail,tt0071853,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
381,32,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,2h 16min,Action; Adventure; Fantasy; ,20 May 2011 (USA),6.6,469914,535,https://www.imdb.com/title/tt1298650/reviews/_ajax?ref_=undefined&paginationKey=,381,pirates of the caribbean: on stranger tides,tt1298650,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."
382,33,The Hobbit: The Battle of the Five Armies,2014,PG-13,2h 24min,Adventure; Fantasy; ,17 December 2014 (USA),7.4,461617,883,https://www.imdb.com/title/tt2310332/reviews/_ajax?ref_=undefined&paginationKey=,382,the hobbit: the battle of the five armies,tt2310332,Bilbo Baggins and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.
383,34,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,2h 26min,Adventure; Fantasy; ,19 November 2010 (USA),7.7,459135,691,https://www.imdb.com/title/tt0926084/reviews/_ajax?ref_=undefined&paginationKey=,383,harry potter and the deathly hallows: part 1,tt0926084,"Harry Potter is tasked with the dangerous and seemingly impossible task of locating and destroying Voldemort's remaining Horcruxes. Harry must rely on Ron and Hermione more than ever, but dark forces threaten to tear them apart."
384,35,Edward Scissorhands,1990,PG-13,1h 45min,Drama; Fantasy; Romance; ,14 December 1990 (USA),7.9,434894,656,https://www.imdb.com/title/tt0099487/reviews/_ajax?ref_=undefined&paginationKey=,384,edward scissorhands,tt0099487,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.
385,36,Hancock,2008,PG-13,1h 32min,Action; Fantasy; ,2 July 2008 (USA),6.4,434772,654,https://www.imdb.com/title/tt0448157/reviews/_ajax?ref_=undefined&paginationKey=,385,hancock,tt0448157,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
386,37,Twilight,2008,PG-13,2h 2min,Drama; Fantasy; Romance; ,21 November 2008 (USA),5.2,413276,1654,https://www.imdb.com/title/tt1099212/reviews/_ajax?ref_=undefined&paginationKey=,386,twilight,tt1099212,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire."
387,39,Big Fish,2003,PG-13,2h 5min,Adventure; Drama; Fantasy; ,9 January 2004 (USA),8.0,406042,874,https://www.imdb.com/title/tt0319061/reviews/_ajax?ref_=undefined&paginationKey=,387,big fish,tt0319061,A frustrated son tries to determine the fact from fiction in his dying father's life.
388,40,Fantastic Beasts and Where to Find Them,2016,PG-13,2h 12min,Adventure; Fantasy; ,18 November 2016 (USA),7.3,395319,820,https://www.imdb.com/title/tt3183660/reviews/_ajax?ref_=undefined&paginationKey=,388,fantastic beasts and where to find them,tt3183660,"In 1926, magizoologist Newt Scamander arrives in New York during his worldwide tour to research and rescue magical creatures as something mysterious leaves trails of destruction in the city, threatening to expose the wizarding world."
389,41,It's a Wonderful Life,1946,Passed,2h 10min,Drama; Fantasy; ,7 January 1947 (USA),8.6,385375,939,https://www.imdb.com/title/tt0038650/reviews/_ajax?ref_=undefined&paginationKey=,389,it's a wonderful life,tt0038650,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
